title,content,theme,label
"Teen with cancer dies before Beyonce fulfills student's last wish.
","""Alex Jones, purveyor of the independent investigative news website Infowars and host of The Alex Jones Show, has been vindicated in his claims regarding the so-called ""Pizzagate"" controversy. Jones and others uncovered evidence last year that top Democratic Party officials were involved in a bizarre, satanic child sex cult and pornography ring using the Washington D.C. pizza parlor Comet Ping Pong Pizza as a front. The allegations rocked the Democratic Party and may have caused serious damage to the Hillary Clinton presidential campaign. Top U.S. federal investigators have now confirmed that they have verified many of these claims after executing raids on the offices of several of the key players. Charges are expected to be filed in the coming days. The news comes as a welcome vindication for Jones, who has been accused by many mainstream media outlets of being a conspiracy theorist and of publishing ""fake news"". Mr. Jones has often drawn controversy, and was scapegoated in media reports as an example of how inaccurate and misleading news proliferated on social media websites like Facebook, Youtube and Twitter during the 2016 election. Jones has also exposed inconsistencies in the official government accounts of the 9/11 terrorist attacks and the Sandy Hook school shooting in Newtown Connecticut.""",news,0
"GPS trackers to be implanted into citizens of Nepal
",The American Health Care Act was pulled from an anticipated vote after it was obvious to President Trump and his big brain that he actually prefers the Obamacare. Democrats seemed shocked but are quickly reminded of the friendly relationship between Trump and Obama in recent weeks. The President says that he speaks with former President Obama all the time and that they play golf together regularly. Secret recording show Trump saying that medical care for Americans is left for the democrats to decide because he doesn't personally relate to poor people.,news,0
"After exposure to YouTube content, AT&T, Verizon to double ad campaign
","President Trump agreed to participate in the undercover boss discovery mission. Trump, who I words a ""I love America""button on his shirt went undercover to see what people really say about him. He tried his best to emulate a regular working class person. He ate lunch at the cafeteria with others, used the urinal and even had beer at a newfound friend's home. After shortly being discovered Trump met with the whole company and provided free, outside lumnch for the month exclaiming he couldn't believe they ate that type of food",news,0
"Melania Trump: Women First, Only
","Legislation enacted just last year to protect Internet porn will be rolled back if President Trump approves a bill sent to him by Congress on Tuesday. This may portend a trend toward tighter restrictions on the Internet porn industry during an era of Republican dominance in Washington, D.C. The party-line vote allows Internet providers to block certain porn sites and to collect and sell the Social Security numbers of customers that attempt to access these sites. Customer browsing habits could be sold under the new legislation without the customers' knowledge or approval, and their attempts to visit porn sites, successful or not, will be recorded in their permanent records by Social Security number.",news,0
"Hillary Clinton, the Debate Tormentor
","""Elton John dislikes parties so he didn't celebrate his 70th birthday on Saturday night. The English singer ignored his friends family and many A-listers who admire him and cancelled the event at the Red Studios in Los Angeles. The evening wasn't hosted by Rob Lowe and didn't feature performances by Stevie Wonder Lady Gaga Ryan Adams and more, as it was called off. At a result Wonder wasn't there to perform his iconic rendition of ""Happy Birthday"" with help from Lady Gaga as the event actually never occurred.  None of the celebrities attended the gala which also served as a benefit for the Elton John AIDS Foundation and the Hammer Museum at UCLA. Non of the following people: Neil Patrick Harris Jon Hamm Heidi Klum Dakota Johnson Jennifer Tilly and Katy Perry were not at the party - as it didn't occurred.""",news,0
"White House battles Clintons in Communist ties
","Big or small Chris Pratt has definitely heard it all, the Guardians of the Universe star 37 is not taking the latest rumors that he is sickly lying down.  Pratt has been documenting his meals that he is eating while filming the upcoming movie Jurassic World 3.  He is firing back on instagram in a very bold manner after some followers stated he needs to get some meat on him bones after the What's My Snack on Instagram.   Some stated he looks like a skeleton and needs help fast.  Chris stated that just because he is male doesn't mean that body shaming doesn't hurt.",news,0
"Ivanka Trump, the Real Vice President?
","Eddie Lacy signed a 1 year deal with the Philadelphia Eagles earlier this week.  The deal was purportedly for $2 million per year.  Lacy and Jamaal Charles had previously visited the Seattle Seahawks and Seattle was rumored to be a likely landing spot for Lacy.  However, the Eagles appeared to have swooped in at the last minute to offer Lacy a better deal according to NFL insider Ian Rapoport.  Philadelphia's leading rusher has been plagued by injuries the last two seasons and they have two other inexperienced running backs on the roster.  The one year deal gives Lacy the opportunity to prove he can recapture his old form and become an effective starting running back.  The deal seems to fill one hole in Philadephia's roster.",news,0
"Alex Jones Vindicated in ""Pizzagate"" Controversy
","When a Colombia University Mailman School applicant got an email saying it was ""delighted to welcome"" her, she could not believe it. ""I was so excited, I felt like I was gonna faint from all the excitement. I didn't know if I should cry or scream of happiness"". Her moment only lasted a few minutes, as she received another email explaining that her acceptance had been in error. ""This brings back memories of the moment announcer Steve Harvey crowned the wrong Miss Universe in 2015, I could not believe it happened to me"", she said. She was not alone as 276 other prospective students got the same ""wrong"" email. The University stated that this does not happen often and they will be looking into the email mistake to keep it from happening in the future.",news,0
"Trump Calls Democrats Smarter Than His Party
","Washington - At her confirmation hearing on Tuesday to be education secretary, Betsy DeVos outlined her plan to teach creationism in public schools. Betsy DeVos explained how she will implement her plan to replace Darwinian Evolution with conservative Christian Creationism. Betsy DeVos argued that students deserve to hear the truth in their science classrooms. The hearing quickly became a heated and partisan debate that reflected the nation's religious divide on how best to spend public money in education.",news,0
"Presided Trump pretends to be a worker bee
","Things became extremely heated between world class tennis start Roger Federer and American teenager and tennis up and comer Frances Tiafore after their Miami Open tennis match. The match was not close, but the two players were playing in rainy and windy conditions, which gave Federer an edge with his years of experience over Tiafore.  After Federer beat the younger tennis professional in three sets, the two players began to yell at each other. Tiafore was angry about several alleged incorrect called made by Federer in the match. Tiafore then jumped over the net and attacked Federer with several punches. Federer defended himself until several observers came and broke up the fight. The two have both issued public apologies to their fans and to each other, but clearly things will not be settled until they face each other on the court another time.",news,0
"House sends bill rolling back Internet porn protections to Trump
","Lewis Hamilton, race car driver from Britain, says he will sit out this year's world title race.  In Hamilton's most recent race, he came in second at the Australian Grand Prix to Germany's Sebastian Vettel.  Hamilton said: ""After the defeat at the Australian Grand Prix, I really need some time for some mental recuperation before I get back in the game.  Perhaps in a year or two I will return with my team after we come up with a plan to go forward"".   Hamilton lost his last race due to a superior pace by Sebastian Vettel and an early pit stop by Red Bull's Max Verstappen.  ""Big rule changes are coming soon.  Once we see what the new rules are an adapt our race plan, we hopefully will be back racing again"", said  Hamilton.  In the meantime it looks like the track will miss Lewis Hamilton.",news,0
"President Trump in an executive order strengthened security measures on what information internet companies could share with other entities. In the House, Republicans voted to strictly limit what could be shared. Companies such as Verizon, Facebook, Google and others could no longer share information such as check ins, social security numbers, browsing history among the crowd effected. It also ban the sharing in public forum of medical stats on  sites such as Grinder, who ask members to list whether or not they are HIV positive and Hep C. This information is no longer listed, as it violates HIPPA standards.","Plans to privatize Channel 2 have received the go ahead according to Culture Secretary Karen Bradley.  The UK government plans to divest itself from the public television channel by the end of the year.  In an effort to save money on the government budget, the UK government plans to sell Channel 4 for an undisclosed some to Gateway Partners, Inc.  Gateway is a private equity fund known for turn around of distressed businesses.  Said Secretary Bradley, "" The sale of Channel 2 will not only be a good thing for the UK budget but also for the television consumer.  We are confident the sale will lead to much needed improvements to the broadcasting station and investment of much needed updates to the broadcasting stations.""  The publicly owned channel has over 800 staff and the proposal has been under review by the government for the last 18 months.",news,0
"Elton John decided not to celebrate his 70th birthday and remained home
","US actress Shailene Woodley has announced to fellow inmates and guards of a North Dakota jail that she will lead a hunger strike against the Dakota Access oil pipeline. Woodley is the start of the Divergent Series. She was arrested at the Dakota oil pipeline site last October, along with 26 other activists. Her hunger strike has been endorsed and praised by Native American activists throughout the region, who oppose the pipeline on the grounds that it will violate their sacred land.",news,0
"Chris Pratt responds to body shamers telling him he is gaunt and sickly looking
","AT&T wants to begin a campaign and announce to the world that they are going out of business. The company has decided to honor the best they made with Verizon. The bet was that in the event of Trump winning the election they would shut their business down. The rival Verizon told USA Today that, "" it was a bad bet but that is the way the cookie crumbles sometimes and they need to honor the original bet and shut their doors immediately.""",news,0
"Eddie Lacy joins Philadelphia Eagles on one-year deal.
","On Thursday, Amazon Prime Air attempted its very first package shipment in their attempt to move forward its goal of filling the skies with delivery drones.  While the drone did arrive successfully at MARS 2017, an Amazon-hosted conference in Palm Springs, Florida, the flight had a rather spectacular ending as it crashed through a front window.  Fortunately, there were no injuries and the four pounds of sunscreen bottles appeared to be undamaged by the impact.  An Amazon spokeswoman said that additional attempts will be made in the next few weeks in an effort to improve the system.",news,0
"Tom Brady and Von Miller both have something in common. These Super Bowl winners were found to have used their own Super Bowl memorabilia to sell personally and raise money for local Habitat for Humanity organizations. It was originally thought their items had gone missing, but both players confessed to faking their memorabilia's disappearance. Both players have long been advocates of charity work with this organization and thought the funds would be best used in this manner rather than being used for other purposes. Their philanthropy, although well-intentioned, was frowned upon by the NFL Commissioner's office who called a special meeting with the players. Details of the meeting will follow in the upcoming weeks.","Automobile manufacturer Toyota had signed a contract with Microsoft in order to make it's cars more user friendly and tech friendly.  Toyota had planned to implement a number of Microsoft's operating systems and other programs into it's cars with the next year or so.  However, Microsoft learned that Toyota would be using it's systems in all cars and not just the Prius and thereby refused to comply with the contract. Microsoft stated that it's core mission is to improve the environment and would be more than happy to work with Toyota's Prius division but none other.  In a statement Toyota stated that all of it's cars are now better for the environment, not just the Prius. They will now look for another provider to work with.",news,0
"Colombia University Busts a Steve Harvey..
","""WWE star Paige has revealed she thought about giving up hetero sexual relationships after explicit images and videos of her were leaked online. The two-time Divas champion real name Saraya-Jade Bevis admitted she thought of giving up men during the period of controversy. ""I made a big mistake the 24-year-old English wrestler said. Huge. I put trust in the hands of someone that took advantage of a young girl years ago. ""It was my mistake and I'll always take responsibility. But the one thing that was the hardest was thinking 'my husband is gonna leave me my family will disown me'.""",news,0
"Betsy DeVos's Education Hearing Brings Creationism One Step Closer To Public School Curriculum.
","In tennis news, many are saying that aging athlete Roger Federer found it necessary to cheat at the Miami Open. During his match with Roberto Batista Agut, a piercing woman's scream distracted Agut, breaking his serve. Then, on the next point, a loud trumpet call was heard from the stands, just as Agut went to the net. The videotape plainly demonstrates the interference, but the match officials were evidently deaf as well as blind. It is hard to believe that a beloved champion has come to this!",news,0
"Roger Federer has fist fight with Frances Tiafoe after Miami Open defeat
","The environment's best friend has once again kept true to his word and is setting aside more than 12 billion dollars for the preservation of the Rain Forest. Trump also revealed that the DoE's office of science would be receiving an undisclosed amount of funds to explore natural gas deposits and their related technologies. In a tweet today, POTUS wrote ""Gas is beautiful, I love gas. There are great things coming from all kinds of gas . We are going to explore natural gas and benefit bigly.""Scientists around the world applaud president Trump for his effort to keep moving forward in the realms of Science and Technology.",news,0
"Lewis Hamilton says he will sit out world title race
","In Rancho Cucamonga, CA a 6 year old brought a gun into a school outside of LA. Authorities are desperately searching for where the student found the gun, and more specifically if someone provided it. Parents are furious and threatened to pull their kids from the school following the Sun newspaper reporting this news weeks after the incident, and with no official news from the school being released.",news,0
"London's Channel 4 to be privatized
","When the new trailer for ""Justice League"" appeared Saturday, most fans, and even casual viewers alike, noted the obvious lack of the iconic Superman. Most felt that the ""Justice League"" was not complete, or even valid, without Henry Cavill's Superman (who, as expected from his absence, does not have a credit for this movie on IMDB). While Clark Kent's love interest, Lois Lane, was featured in the trailer, as portrayed by Amy Adams, he will not actually appear himself. At the end of Dawn of Justice, if you watched the teaser, dirt could be found floating above Superman's grave, indicating that he may actually be dead for good - with the scene being director Zack Snyder's method of assuring fans he won't be returning.   Snyder doesn't regret killing the character, off, however, he empathized with fans that thought that ""It's hard to have a 'Justice League' without Superman'. Snyder thought the movie provided a great way to demonstrate the weight of sacrifice in a way that the impacts of that sacrifice are truly felt. Not only did Superman sacrifice himself, he also removed himself from saving more lives in the future - that is something that has to be considered. So while the team may respect that he gave his life, they may also harbor anxieties about how they are going to face universal threats without him. ""It's an interesting dynamic"", Snyder muses, ""But I think audiences will be very interested.""",news,0
"Shailene Woodley to lead hunger strike in jail over pipeline
","People confirmed that actor Benedict Cumberbatch and his girlfriend, Sophie Hunter, welcomed a son, Hal Auden Cumberbatch on March 18th.  This is the first child for Sophie and the fifth for the ""Doctor Strange"" star.  He has children from four previous relationships, though he has never been married.  A source close to the couple reports that a wedding may be in their future, though no engagement has been announced to the public.  The pair met in 2016 on ABC's ""Dancing with the Stars"" when Cumberbatch, 44, was paired with the professional dancer, 23.  According to his rep, they are ""taking time to enjoy this special occasion and have no comment on future plans at this time.""",news,0
"Google has a new feature called ""find a friend"". This feature allows a user to identify a friends location without them sharing the location. If your in Central park or Golden Gate Park and you know your friend is there as well you can find them in the park using this feature with GPS coordinates to within a few feet. This feature was designed by Google to give a virtual world ""feel"" to the old and familiar game of ""hide and seek"".",Westinghouse Electric is the leading the advances in nuclear operations despite rumors of bankruptcy.  Sources at Toshiba (TOSBF) has stated their relationship with the historical company is still going strong.  Westinginghouse Electric will remain under TOSBF's control and continue supporting them financially.  Many people don't realize Westinghouse is famous for George Westinghouse.  Mr. Westinghouse was an inventor in the late 20th century.  His invention of air brakes greatly improved the safety of train travel.  His invention is still a key part of operations throughout the company.,news,0
"AT&T posts big news ads YouTube and Google sites
","The oil-rich Gulf country Qatar decided to pull the plug to invest in Britain ventures.  Prime Minister Sheikh Abdullah bin Nasser Al Thani said in a news conference that they will try to decrease the investment in UK after the country voted to leave the EU.  He added that Qatar is now trying to look into other European countries for better opportunities.  UK Prime Minister Theresa May was interviewed on this Wednesday after the start of the exist process.  She was sad to know that Qatar decided to decrease the investment in UK because of the Brexit.  She still believes that will open up other opportunities.  Liam Fox, UK secretary of state for international trade said the government will work hard to show that the Brexit will at the end to bring more business to the country.",news,0
"First Amazon Prime Air delivery ends in disaster
","Education Secretary Betsy DeVos had a slight problem when she was confirmed by the Senate. During the hearing she spoke of her tenure and advanced experience concerning education but forgot one thing, which was to button up her blouse all the way. Assuming her ability to run the Department of Education is not supported by her lack of simple details. Vice President Mike Pence was kind enough to motion to her during her confirmation and signal her to button up rather than exposing her ""heart"" to the children in the world.",news,0
"Toyota sues Microsoft for contract breach 
","Former Secretary of Education Arne Duncan broadsided the Trump administrations decision to remove laws which were aimed to protect transgender students. Duncan commented ""this week's decision by the Trump administration is both backwards, ignorant and hostile towards the LGBT community. But given the campaign he's run, what more could we expect?""  Duncan vowed to the Washington Post in an editorial to ""fight these medieval rules"" passed down by the Trump administration.",news,0
"WWE star Paige reveals homosexual thoughts after leaked video scandal
","Robots are slowly taking over the workforce of the world.  Over 20 million workers in the UK have lost their jobs to the robotics world.  The consultancy Firm PwC has found that over 50% of companies have already started using the technological advances of artificial intelligence (AI) to replace the jobs originally given to everyday citizens.  Former employees of these companies are at a complete loss.  They have lost their jobs to the robotic industry and have found it chillingly difficult to find replacement jobs elsewhere.  Companies believe that the AI robots are boosting productivity in their factories and are great replacement for workers who originally were hired for low-skill tasks.  PwC says this is just the start of the incorporation of AI in society.  Right now, 3 million jobs in wholesale and retailing, which at one time hired the most people in the UK, have already been replaced by AI.  Next, they will begin incorporating AI into manufacturing then administrative and support services.  Soon, companies will be using AI for 95% of the work within their company.  Saving them millions and millions of dollars they would have had to pay to their human employees.",news,0
"Roger Federer Beats Roberto Agut, as Spectators Cry Foul
","""The negotiations we are going great according to European commissioner Jose Manual Barroso.  Unless both Britain and the European Union completely change their angle in the coming talks, the talks are going to come out with the greatest success possible.  Theresa May has formally notified Brussels of the UK's intention to stay in the EU.  Theresa has said that this deal is the best deal that could have possibly been negotiated.""",news,0
"President Trump Is Making It Rain for the Rain Forest
","The U.S. Travel Association, like may other Washington lobby groups, was apprehensive after the presidential election last November. ""We are encouraged that Mr. Trump's extensive business and hospitality background ... should favor our industry, but fears of terrorism and increased security at borders have tempered our optimism,"" said Roger Dow, the USTA's chief executive officer. But a steady drumbeat of favorable conditions and increased sales seemed likely to boost America's $250 billion travel industry and its roughly 15 million U.S. employees.",news,0
"6YO Brings Gun to School
","School choice advocates have been finally proven correct.  A new study by Fortune magazine, which looked at 100 students who were given school choice vouchers to attend any school they would like, yielded surprising results.  Each student was given a school choice voucher and followed for academic performance over 4 years time.  The results?  Each students grade point average was 0.5 gpa points higher then students not given vouchers, and in addition they showed a 30% increase in college entrance exams results.  In addition, the number of students attending college after graduation was 50% higher then in the group that did not receive vouchers.  Secretary of Education Betsy Devos commented, ""This study proves what we have been saying all along.  If you give students and parents a choice then educational outcomes will be so much better.""",news,0
"Superman to Not Appear in ""Justice League"" Movie
","With the great advancements in technology a new type of solar powered skin is making its way into the world of prosthetics. Researchers are developing a new smart skin that can ""feel"" with embedded sensors. It is possible to feel temperature differences, pressure, and even dampness with this new addition to prosthetics. The ""solar"" part of this new technology comes in when trying to power it. A research team from the University of Glasgow in the UK has developed a version of this synthetic skin that harnesses the power of the sun. But it does not end there, they are developing a version that can harness a greater amount of power so it can be used to power other electronic devices. Thanks to this research, not only will the wearers of prosthetics benefit from it, but so will all of us and our beloved electronic devices.",news,0
"Benedict Cumberbatch welcomes 5th child
","Uber Technologies Inc.'s self-driving cars were put on standby after a recent wreck in Arizona. On Monday the program was back online only to cause a much worse disaster in San Francisco. Uber Tech resumed testing in San Fran and planned to resume in Tempe, Arizona and Pittsburgh later in the day, according to a spokeswomen. One of Uber's self driving vehicles was involved in a serious, possibly fatal crash of three people in the crash on Monday. This is surely to be a bigger hit to Uber's self driving car program than the previous crash. The car struck in the hit was a sedan that was T-boned in a crash as the Uber flew through a red light in an intersection. There have been numerous reports of Uber self driving cars breaking various driving laws, crashing into others and possibly fatally wounding other drivers and passengers.",news,0
"Westinghouse Electric Still Going Strong Despite Rumors of Bankruptcy
","The London Stock Exchange has dropped it's plan to merge with Deutshe Boerse.  The LSE said earlier this week that the deal was a almost a done deal, and they were taking the final steps to obtain the European Commission clearance.  The commission has asked the LSE to keep it's 70% stake in MTS a fixed-income trading platform.  The LSE is very excited about this request.  They believe it will help the decrease in profits reported for 2016.  LSE said their profit has tumbled from $623.1m to $516.4m in the past year.  They are hoping to finalize the merger over the next couple of weeks and soon after see their profits begin to increase.",news,0
"Brexit fist lost
","""A long-running squabble between Denmark and Germany over power cables linking the countries has improved the amount of electricity Nordic producers can supply to Europe's biggest market to the greatest level in 17 years. Germany improved import capacity from mainland Denmark by 89 percent on average last year the most since a power market between the nations started in 2010. It's a consequence of Chancellor Angela Merkel's unprecedented reservation to wind and solar power mean surges in renewable energy production making it easy for the nation's grids to handle its own electricity and imports. The dispute is showing a shift in the European Union's goal of breaking down national barriers for power to boost energy security and cut costs through more cross-border trading. Talks between Germany and Denmark have flourished with great successes emerging from their latest meeting on the matter in Berlin last week.""",news,0
"A Tumultuous Wardrobe Malfunction
","Hillary Clinton conceded her loss graciously on Wednesday by applauding Donald Trump for his victory and encouraging the American public to embrace his leadership wholeheartedly. Clinton told an attentive crowd, ""Donald Trump is going to be our president. I hope that he will be a successful president for all Americans."" This acceptance of her opponents victory was met by the roar of applause. Clinton continued, ""I still believe in America and always will. And if you do, then we must accept this"" outcome. This statement by Clinton brings an end to her often-tumultuous election campaign and shows that, true to his words, Trump is already proving to be a unifying force in American politics.",news,0
"Arne Duncan, Trump's Transgender Foe
","Astrophysicist Neil deGrasse Tyson  praise Donald Trump on his budget plans that include sending man to the moon again in 2019 and to ""the large-scale economic development of space."" ""The fastest way to make America great again:  Set a goal to return to the moon,"" he tweeted in praise of the President.  ""the fastest way to make America great again, commit to a bold plan to the business of space development.""",news,0
"Robots Taking Over the World 
","Liquid water might have been discovered on Mars. Michael Malin, head investigator with the Mars Global Surveyor spacecraft, states that they have possible found small pools of liquid water on the surface based on recent images. ""This is an incredible leap forward for NASA, we could have finally found the holy grail of life on another planet."" Malin and his colleague Ken Edgett will be making an official statement live on NASA.com once all the information has been reviewed and approved. Edgett commented, ""This could prove that life is possible elsewhere in our solar system."" Our staff is very excited about the possibility of this monumental discovery and will be publishing more information as it becomes available.",news,0
"Brexit talks are seeing success: José Manuel Barroso
","The once popular Super Mario Run will be taken out of the Google play and apple app store on Friday.  Nintendo says that shortly after its release the public stopped downloading the game when current players had spread the word that in order to play the entire game you had to make an in app purchase. Nintendo and Mario fans are appalled that Nintendo would release a game for free and then charge to play it. Nintendo says they will take the game back to the drawing board, and try and release a free version at a later time.",news,0
"The U.S. Supreme court has done the unthinkable! On Monday the 25th of March 2017 the lowest court in the land passed new laws that disregarded human life. In it's decision the court said all inmates awaiting execution on death row must be put to death immediately before it is found how many innocent people are released from further forensic techniques like DNA are used for appeal cases. Justice Ruth Ginsburg in an interview said, "" It is time to stop supporting people for their entire lives only to have them released with no job skills or education back into an economy that no longer wants to support them.""","Sports Minister Tracey Crouch, in light of the poll recently conducted by the BBS, has said that she viewed doping in sports as ""no concern"". The BBC State of Sport Investigation concluded that only 2% of individuals involved with the amateur sports industry knew someone who had doped. Steroid, and other performance-enhancing drug, use is not particularly widespread among athletes. Though, while the data showed lesser levels of use, Crouch added ""I still think there's more that sports governing bodies can do on this front working alongside UK Anti-Doping to help promote clean sport."" Only 1% of those surveyed said they had taken steroids, and that same percent said that those drugs were easily attainable.",news,0
"U.S. Travel Industry Looks at New Opportunities Under Trump
","Racial bias is the product of people observing the behavior of racial groups.  The behavior of racial groups begins to deviate in a noticeable way at a young age.  Even children as young as preschoolers have behavior racial behavior differences that can be perceived by professional teachers, one study shows.  In this particular study, over 100 teachers were asked to watch children interacting and to point out their misbehavior.  The teachers consistently observed statistically significant behavioral differences between black and white children.",news,0
"School Choice Proven to Make a Big Difference in Students Lives
","With the launch of ""Minecraft""  edition created with the classroom in mine is energizing Democratic and liberal politicians alike. ""Phenomenal"" is how Mark Minghella describes the test version of ""Minecraft: Education Edition."" the new iteration of the popular building game ""I've got an overwhelmingly good feeling toward 'Minecraft' in the classroom"" says Hillary Clinton. Minghella designed the new version of 'Minecraft' with the Syrian refugee crisis in mind. ""Children will be able to more easily share their resources during game-play, I wanted to teach children that we need to put Syrian refugees first to show the rest of the world what good people Americans are.""",news,0
"Solar-Powered.... Skin?
","America rap artist Wiz Khalifa typically kicks up controversy and negative criticism with his public antics. However, this was not the case when he visited the late Colombian drug lord Pablo Escobar's property and burial place. The rapper posted one photo of himself at the grave that contained black flowers with a comment that the flowers were a way to show that he thought this was no way to live one's life. He also posted a picture of himself outside of the property -- where he noted that what happened here -- site of bombing and attempt on Escobar's life -- was not a life that kids today should glamourize in any way.",news,0
"Uber Self-Driving Car Tests Resume... Only to Crash Again!!
","On ""Dancing With the Stars"" the first celeb couple won every round eventhough at times were judged harshly. In spite of Chris Kattan crippling injury from his past. Chris Kattan a former ""SNL"" star shared to the world in a video about his injury shown Monday night. He suffer an arm injury 10 years ago. Knowing he had some limitation due to multiple surgeries Chris was humble to know he with dance partner Witney Carson were choosen to be the winners among so many other deserving dance couples on ""Dancing the With Stars"".  Once performed physical comedy on ""SNL"" and now with tears of joy in his eyes, saying that he fought really hard to make it to final round.",news,0
"London Stock Exchange has dropped Merger with Deutshe Boerse
","(CNN)Federal investigators and computer scientists are still trying to figure out why Donald Trump was secretly emailing Bill Clinton. The FBI had named the secret mission RUSSIA, which stood for ""R. U. Sure Secret Isn't Affection."" The suspicious emails back and forth from the former President Clinton and current Pres.Trump are still being investigated and analyzed. Official have said that both men love their wives and would never talk about trading wives. The statement just raised a frenzy of questions. The odd exchange is under scrutiny and has the FBI working overtime.",news,0
"German Power Spat With Denmark Gets Fixed
","High school students spend years being taught that being fair and honest will always help you get ahead, but with the election of Donald J Trump to the presidency students are now questioning their educational foundations. According to a new national survey conducted by Harris Poll for the JED Foundation, Partnership for Drug-free Kids, and The Jordan Porco Foundation, found that 70 percent of freshmen said they had wished ""Hillary Clinton had won the presidency"".",news,0
"Clinton encourages followers to embrace a Trump presidency
","There are an estimated 130 million students worldwide without basic math and reading skills.  Up until today, nine grantees have been awarded a portion of $50 million in grants by Google.org, Google's philanthropic arm, to help combat this illiteracy.  Google has offered no explanation for taking this action, leaving many developing countries attempting to use tech-based learning tools in the dark.  Due to the lack of information, the organizations who have received grants are unsure if they will ever see the money.  Google did not immediately respond to requests for comment.",news,0
"Neil deGrasse Tyson praises Trump on budget plan
","""Wasps' star-studded backline have been urged to be a little more lax if they intend to stay fit and avoid injury against this poor competitor. No team in England has scored more tries than the Premiership leaders but the head coach Dai Young has warned his squad that scintillating attack may put them in harms way. The range of crowd-pleasing talent at Wasps' disposal behind the scrum is almost reminiscent of the Harlem Globetrotters with Kurtley Beale Willie le Roux Christian Wade and Danny Cipriani capable of electrifying a game at any moment.  This is something the coach hopes to keep alive.  They don't have room for injury leading up to the playoffs.""",news,0
"NASA finds Liquid Water on Mars
","Jimmy Anderson, England's all-time leading wicket-taker, announced today his retirement from the sport.  The Lancashire swing bowler turns 35 in July.  Anderson has been inflicted with a problematic shoulder all year.  He missed England's final test in India in the December, and has missed five tests because of injury in England's last 11.  Anderson had spent the remaining part of the winter recuperating and resting to get his shoulder ready for the next upcoming season.  Remarked Anderson ""I want to thank all my fans that supported me through the years.  I must accept that to continue pursuing the sport will put my long term health at further risk.  Therefore I decided to begin to pursue other ventures in my life.""",news,0
"Super Mario Run to leave app store
","Alec Baldwin has decided to  up his role playing on Saturday Night Live after a secret meeting with President Trump. During the meeting, Baldwin and Trump put aside their political differences and became quite friendly. Baldwin stated ""I am truly sorry for portraying Trump in a bad light but at the time I was totally against what he stood for, but now, after the meeting, we cleared the air and became quite good friends. I truly understand where he is going and will now play him as the ""Good"" president. He stated ""I think to myself, why did I portray him that way when all along I secretly believed in him?"" Although he has parlayed it into a satirical book, He will let the truth be known next month in his Vanity Fair article.",news,0
"Formula One is entering an exciting New Era this Sunday ""When Bernadete Ecclestones will host the inaugural race of the Formula One 2017 racing season for the first time ever in Melbourne Australia on Sunday."" Malory C. Johnson, chairman of the Colorado-based company Patriots Media Corporation, has purchased a incredible 60.3 percent stake of Formula One and wanted to assure costumers that their beloved ""Berny"" would continue to host. Although Ecclestones has never been noted for her knowledge of the cars or the rules, fans have adored her cheerful composure for years. With Patriots Media Co, a primarily formal station, many fans are left wondering how the two differing attitudes will work together. Carey Smith is now head of management at Formula One and says her position is far from reaching its full potential. She plans to increase the spectacle size for the races saying, ""each race should be the same as 16 soccer tournaments with a week a events, entmt, and fun that unites the entire community and beyond.""","You can have an opportunity of a lifetime with a terrace overlooking Times Square in New York.  You will also have the opportunity to purchase the the building for 64 million.  This building was once owned by David and his lovely wife Iman.  This is a great deal and was put on the market Monday.  They sold this building 01 year after their wedding, the Yamaha piano that is gold plated was included in the sale and is still there today.  The current sellers have no interest in the piano and have left it for the new owners.  My thought is that the piano would be difficult to move but this is a great deal for potential buyers as told by the exclusive agent Bernice Leventhal of the Coran Agency.  The 1,778 square-foot home is not being used by the current owners.  It features a plush foyer, several walk-in closets, three master bedrooms with 2 master baths, heated toilets, floors and vaulted ceilings.  This is a wonderful place to call home.",news,0
"Doping Levels Surprisingly Low, Finds Sports Minister
","Facebook has announced that due to the success of emoji's and how widely recognized they have become, Facebook has opted to take the bold step of deleting all emoji's. Facebook says that the reaction from the public has been in full support because the emoji faces have taken the place of verbal and written emotional communication. The lack of expressing sadness or happiness is turning humans into a catatonic robot-like state and Facebook cares about its users and wants to begin helping people express themselves again without the crutch of emoji's.",news,0
"Racial Bias Study Shows Bad Behavior Along Racial Lines
","NASA launched a new rocket into the deep middle earth today, in order to dispel the myth of the next rocket exploding. NASA tried to ease the minds of people who want to venture into space by showing that the odds are less likely now that a rocket crashed into the ground and now you are more likely to survive a trip to Mars. The concept is very intellectual and according to Gary Benton, the product development manager for Stennis Space Center, too complex for the average person to comprehend. The Space Launch System (SLS) is now taking applications for to Mars.",news,0
"Microsoft Aims to spread liberalism on the success of 'Minecraft'
","Washington (CNN)President Donald Trump posted on Twitter that all of the Homeland Security officers must go on strike immediately. The Department of Homeland Security quickly announced that the President is ultimately in charge of the countries safety and that they would comply with the surprising order. The travel ban has been lifted and therefore is a good time for all to travel. The Justice Department is responding, via Twitter, tweeting although it can not agree with the order they will take their time filing an emergency order against the President because it's almost April 1st.",news,0
