title,content,theme,label
"WWE star Paige reveals self-harm thoughts after leaked video scandal
","Sprint car veteran David Steele has died during a race in Florida. Desoto Speedway officials said in a Facebook post on Saturday night that track owners and staff were saddened by the crash. The statement says Steele was trying to win his 100th race in Florida. ""Desoto Speedway owners and staff are saddened by tonight's passing of David Steele in the Sprint car feature  the post read. Thoughts and prayers go out to his family and friends who were all in attendance  to see him try to win his 100th Florida race."" A Manatee County Sheriff's Office report says Steele was driving a sprint car when his vehicle's left front wheel struck the right rear wheel of another car  causing Steele's vehicle to go up in the air  spin 180 degrees and hit the retaining wall. Medics attempted to treat him but he was pronounced dead. He was 42.",news,0
" EU Blocks Deutsche Boerse's $14 Billion Takeover of London Stock Exchange
","WASHINGTON - Nearly three weeks after Election Day, Hillary Clinton's campaign said on Saturday that it would participate in a recount process in Wisconsin incited by a third-party candidate and would join any potential recounts in two other closely contested states, Pennsylvania and Michigan.
",news,0
"Samsung Galaxy Note 7 banned on all U.S. flights due to fire hazard
","The Clinton campaign held out little hope of success in any of the three states, and said it had seen no ""actionable evidence"" of vote hacking that might taint the results or otherwise provide new grounds for challenging Donald J. Trump's victory. But it suggested it was going along with the recount effort to assure supporters that it was doing everything possible to verify that hacking by Russia or other irregularities had not affected the results.",news,0
"Millie Bobby Brown taking a 'rest' between appearances and 'Stranger Things' filming
","Katy Perry has paid special tribute to an 18-year-old superfan who died in a car accident. According to ABC affiliate KTBS-TV in Shreveport  Louisiana  18-year-old Katie Bell died this past weekend when she lost control of her car and collided head-on with another vehicle. The other driver was also killed. ""We see you angel and we love and will miss you  Perry tweeted on Tuesday morning. KC's  light a candle for Katie. Rest In Peace."" She included one of Bell's videos in her tweet. News of Bell's death apparently inspired the hashtag #RIPKatycatKatie -- Perry fans call themselves ""KatyCats"" -- and Perry herself took notice. To further honor Bell  Perry changed her name on her Twitter profile to Bell's hashtag.",news,0
"STEM Students Create Winning Invention
","If you've ever tried to meet up with friends at a big expanse like Central Park or Golden Gate Park, you know it can be a pain to find the exact spot where they're hanging out.
",news,0
"Scientists Bristle at Trump Budget's Cuts to Research
","Google wants to help.
",news,0
"Exchange students say U.S. high schools easier and puzzle over all the sports
","The search giant on Wednesday unveiled a new feature for Google Maps called ""location sharing"" that lets you reveal your exact location to a contact for a certain period of time -- from 15 minutes to 3 hours, or until you turn off the feature.
",news,0
"_Impossible Foods to supersize production of lab-grown burger
","You can also share a driving or walking route if you're going from one place to another, and your friends will be able to see your progress on the map.",news,0
"Trump welcomes Merkel after bashing her on campaign trail
",Chinese tech giant Tencent has spent $1.78bn (£1.4bn) on buying a 5% stake in electric carmaker Tesla. Tencent  best known for its WeChat mobile app  has been investing in a number of sectors  including gaming  entmt  cloud computing and online financing. Tesla said the stake was passive  meaning Tencent would not get a say in how the US firm was run. Shares in Tesla rose 2.3% in early trading following the announcement. Tesla's range of electric cars has included the Model S and the Roadster  which was billed as the world's first electric sports car. The company also specialises in battery storage  and  through its SolarCity subsidiary  residential solar panels.,news,0
" Broncos helmet found with Tom Brady's missing jerseys could belong to Von Miller
","The first 13 rules of basketball sold Friday for more than $4 million  setting a record for the highest sales price for sports memorabilia  according to Sotheby's  which conducted the auction. The auction house had estimated that Dr. James Naismith's two-page ""Founding Rules of Basketball"" would bring less than half the $4 338 500 that David and Suzanne Booth bid for the 119-year-old document. ""This is the birth certificate. It started here  said Selby Kiffer, Sotheby's vice president for manuscripts and books department. Naismith, a Canadian physical education instructor working at a New England YMCA, created the game of Basket Ball"" so students could play a sport indoors in winter. Naismith had no idea his invention would catch on so rapidly after the YMCA movement introduced it on an international level.",news,0
"Betsy DeVos's Education Hearing Erupts Into Partisan Debate
","Senate Minority Leader Chuck Schumer criticized President Donald Trump after the GOP-backed health care bill failed to garner enough support for a vote on the House floor Friday, saying the president showed two unhelpful traits during negotiations.
",news,0
"Google allows users to share their locations in mapping app
","""The first is basic lack of competence,"" Schumer told ABC News Chief Anchor George Stephanopoulos during an exclusive interview on ""This Week"" Sunday. ""You cannot run the presidency like you run a real estate deal. You can't tweet your way through it. You can't threaten and intimidate and say I'll walk away. It's more complicated.",news,0
"John Wall breathes some life into Wizards' trip to Cleveland
",US actress Shailene Woodley has reached a plea deal over her involvement in the protest against the Dakota Access oil pipeline. Woodley  star of the Divergent series  was one of 27 people arrested at the site last October. She has now signed a document agreeing to plead guilty to misdemeanour disorderly conduct  which would mean she would avoid jail. The pipeline project has been highly controversial and drawn huge protests. Native Americans say it will desecrate sacred land and damage the environment.,news,0
"The Teacher Shortage Crisis Is Here
","Twitter has introduced more measures aimed at cutting down on the amount of abuse on the platform. Users will be able to limit what they see from certain types of account, particularly ones with no profile picture or information. Such accounts are often set up by trolls.
",news,0
"California Upholds Auto Emissions Standards
","The company said it would act only on accounts that its computer algorithms had thrown up as being abusive.
",news,0
"Why Green Party Presidential Candidate Jill Stein Doesn't Want Either Clinton or Trump in the White House
","""Since these tools are new, we will sometimes make mistakes, but know that we are actively working to improve and iterate on them every day,"" said Ed Ho, Twitter's vice-president of engineering in a blogpost.",news,0
"http://edition.cnn.com/2017/03/28/football/football-messi-argentina-ban/index.html
","Toyota teams up with Microsoft to bring voice recognition to cars
",news,0
"AT&T pulls ads from YouTube, other Google sites
","Toyota owes Microsoft a big ol' ""thank you"" when it comes to the future of the automaker's connected cars.
",news,0
"Chrissy Teigen
","Microsoft will license a good deal of its connected car patents to Toyota, Automotive News reports. Toyota will have access to a number of intellectual properties covering operating systems, voice recognition, artificial intelligence and gesture control. It has not been disclosed how much money Toyota paid for this access, but it probably wasn't cheap.",news,0
"Benedict Cumberbatch welcomes 2nd son
",A new exhibition explores the history of modern urban graffiti - from its roots in the inner cities of Philadelphia and New York  through to the present day global graffiti movement. Masters of Invention - at the Lettering Arts Centre in Suffolk - looks at the emergence of simple personal tags in the late 1960s  to highly intricate contemporary forms of this urban art. It is curated by Errol Donald - a former graffiti artist whose work below was displayed in the UK's first exhibition dedicated to graffiti  in Bristol  more than 30 years ago.,news,0
"Netflix is testing a 'Skip Intro' button, and viewers love it
","United Nations, New York (CNN)US Ambassador to the United Nations Nikki Haley announced Monday that the United States and almost 40 other nations would not participate in the first-ever talks on an international treaty to ban nuclear weapons.
",news,0
" Slaven Bilic still has support of West Ham's owners
","Flanked by ambassadors from about 20 nations, including nuclear powers United Kingdom and France, Haley couched the decision not to attend the talks, which began Monday, in personal terms.
",news,0
"Ivanka Trump Set to get West Wing Office as Role Expands  
","As a mom and daughter, ""there is nothing I want more for my family than a world with no nuclear weapons,"" the former South Carolina governor said. ""But we have to be realistic.",news,0
" UK banks asked to draw up plans to show they are prepared for Brexit
","000  ""How much is that missing Tom Brady Super Bowl jersey worth  anyway? According to the official police report  half a million dollars. The jersey Brady wore in the game vanished after the Super Bowl  leading to a deluge of press attention and a promise from the Texas lieutenant governor that the state would do all it could to recover it. The report by the Houston police lists the jersey as stolen property in the category ""shirt/blouse/T-shirt."" That is followed by an eye-opening figure under ""value"": $500 000. The amount is pertinent because  as the report notes  $300 000 or more makes the potential crime a first-degree felony. The Houston police told TMZ that the figure was determined by the complainant - Brady  ""or one of his people."" Tom Brady is listed on the report as the complainant  and his vitals of 6 feet 4 inches and 225 pounds are duly noted.",news,0
" Sir Paul McCartney on Lennon
","Charles Murphy was found dead on the fourth-floor terrace of the Sofitel hotel on Monday  according to a police source. ""We are extremely saddened by this news  said John Paulson, the president of Paulson & Co., a separate hedge fund where Murphy worked at the time of his death. Charles was an extremely gifted and brilliant man  a great partner and a true friend."" Murphy once worked for Fairfield Greenwich  which invested about $7 billion with Madoff and was later sued by investors who lost money. The fund agreed to an $80 million settlement. Madoff was arrested in December 2008 for running the world's largest Ponzi scheme and defrauding investors of $20 billion. He pleaded guilty to fraud charges. Now 78  he is serving 150 years in a federal prison in North Carolina.",news,0
"Amazon Prime Air drone completes its first US public delivery
","In a unanimous decision with major implications for students with disabilities, the U.S. Supreme Court ruled Wednesday that schools must provide higher educational standards for children with special needs.
",news,0
" Lauren Jeska jailed for Alexander Stadium stabbings
","The 8-0 ruling in the Endrew F. v. Douglas County School District case states that schools must do more than provide a ""merely more than de minimis"" education for students with disabilities and instead must provide them with an opportunity to make ""appropriately ambitious"" progress in line with the federal education law.
",news,0
"Ellison: Democrats 'stand ready' to work with Republicans
","""When all is said and done,"" wrote Chief Justice John G. Roberts, ""a student offered an education program providing a 'merely more than de minimis' progress from year to year can hardly be said to have been offered an education at all.",news,0
" Jeff Bezos tests giant robot suit
",The federal investigation stemming from sexual harassment allegations made against former Fox News chief Roger Ailes took a dramatic turn on Tuesday with a report that prosecutors have offered a former network executive immunity. Mark Kranz  Fox News' chief financial officer until his retirement last August  has been offered immunity from prosecution in exchange for his cooperation with the investigation  two sources with knowledge of the matter confirmed to CNNMoney. The investigation centers on questions about whether 21st Century Fox misled investors by hiding payments to Fox News employees who alleged that they were sexually harassed by Ailes. As CFO  Kranz was directly involved in preparing the company's financial statements and is thus potentially a key witness in the investigation  the sources said. Kranz's lawyer declined to comment on the matter. Spokespeople for the Department of Justice and the U.S. Attorney's Office for the Southern District of New York  which is handling the investigation  also declined to comment.,news,0
" London Stock Exchange-Deutsche Boerse deal blocked by EU
","Colleges and universities are pushing back against President Donald Trump's immigration-limiting executive order, promising to protect students and faculty even as they struggle to fully comprehend what the order means for community members who hail from the seven predominantly Muslim countries to which it specifically applies.
",news,0
"Tax reform the next big ticket item on Trump's legislative agenda
","""We believe this executive order is fundamentally inconsistent with the values that are the bedrock of Boston University and, indeed, of our pluralistic, welcoming society,"" Boston University President Robert Brown said in a statement Sunday.",news,0
"Instagram adds two-factor authentication, security features
","She mansplained him. ""Let me translate that if I can,"" Hillary Clinton said dryly after Donald J. Trump talked up his tax plan.
",news,0
" Channel 4 'could move out of London'
","She interrupted him. When Mr. Trump boasted of the gilded Las Vegas hotel that bears his name, Mrs. Clinton leaned into her microphone. ""Made with Chinese steel,"" she quipped with a smile.
",news,0
"Harvard Law, Moving to Diversify Applicant Pool, Will Accept GRE Scores
","She mocked him. After Mr. Trump said President Vladimir V. Putin of Russia had ""no respect"" for her, Mrs. Clinton slyly posited why Mr. Putin seemingly preferred Mr. Trump: ""He'd rather have a puppet as president of the United States,"" she said.",news,0
"Schools in rural areas shifting toward a 4-day week
","Apple is losing its grip on American classrooms, which technology companies have long used to hook students on their brands for life.
",news,0
"Ban aimed at electronics in cabins of some US-bound flights
","Over the last three years, Apple's iPads and Mac notebooks - which accounted for about half of the mobile devices shipped to schools in the United States in 2013 - have steadily lost ground to Chromebooks, inexpensive laptops that run on Google's Chrome operating system and are produced by Samsung, Acer and other computer makers.
",news,0
"Brazil qualify for 2018 World Cup after Coutinho and Neymar down Paraguay
","Mobile devices that run on Apple's iOS and MacOS operating systems have now reached a new low, falling to third place behind both Google-powered laptops and Microsoft Windows devices, according to a report released on Thursday by Futuresource Consulting, a research company.",news,0
"Girls Who Code Closing Computer Science Gender Gap
","500 as Inflation Makes a Comeback  ""Gold is poised to rally to levels last seen four years ago as rising inflation and negative real interest rates combine to boost demand  according to Incrementum AG  which says that the precious metal may be in the early stages of a bull market. Prices may climb to $1 400 to $1 500 an ounce this year  said Ronald-Peter Stoeferle  managing partner at the Liechtenstein-based company  which oversees 100 million Swiss francs ($101.5 million). Spot bullion -- which was at $1 249 on Wednesday -- last traded at $1 400 in September 2013.",news,0
"Uber Self-Driving Car Tests Resume Three Days After Crash
","The University of Central Missouri is one of many higher-education institutions to express support for its Muslim students after President Donald Trump's executive order restricting travel by people from seven predominantly Muslim countries.
",news,0
" Indian Wells: Roger Federer beats Stan Wawrinka to win BNP Paribas Open
","Like many of the rest, it has reasons for feeling apprehensive that are not solely about empathy.
",news,0
"Survey Finds College Applications from International Students Down
","The university hosted more than 3,700 international students last year, most of them paying full tuition that helps subsidize domestic students. Losing even a portion of those - something there are signs may already be starting to happen nationwide - would have a significant financial impact that could ultimately drive up costs for Americans.",news,0
" Toshiba's Westinghouse files for US bankruptcy
","A federal appeals court Thursday refused to let President Trump reinstitute a temporary ban on travelers from seven majority-Muslim nations, ruling that it violates the due process rights of people affected without a sufficient national security justification.
",news,0
" Liverpool hire jet for return of Philippe Coutinho and Roberto Firmino
","The unanimous verdict quoted a 75-year-old Supreme Court precedent that said courts have a duty ""in time of war as well as in time of peace, to preserve unimpaired the constitutional safeguards of civil liberty.",news,0
"Federal judge sides with Trump administration in travel ban case
","BrewDog threatened legal action to prevent a bar from using the term ""punk"" in its name  it has emerged  a day after the brewer blamed ""trigger-happy"" lawyers for a similar dispute that sparked a social media backlash. The brewer  which has been a vocal critic of the behaviour of large corporations  raised an objection to plans by music promoter Tony Green to open a bar in Leeds called Draft Punk. Green  who says the name was a tongue-in-cheek reference to French dance music act Daft Punk  said the ""intimidating"" threat contravened the punk movement spirit that BrewDog claims to espouse.",news,0
"Reese Witherspoon posts heartfelt message on 6th wedding anniversary
","Former Secretary of State Hillary Clinton will return to her alma mater, Wellesley College, to deliver the school's 2017 commencement speech this spring, Wellesley's student newspaper reports.
",news,0
"Nintendo Switch game console to launch in March for $299
","The former first lady and 2016 Democratic presidential nominee graduated from the women's liberal arts college in 1969. As a student there, she served as head of the Young Republicans Club and president of the College Government Association.
",news,0
"Let there be light: German scientists test 'artificial sun'
",This year's event will be Clinton's third time addressing the school's graduating class.,news,0
"'Walking Dead' star Lauren Cohan on season 7 finale: 'It's heartbreaking'
","Elton John knows how to throw a party  and he didn't disappoint when he turned 70 on Saturday night. The English singer gathered his friends  family and many A-listers to fete him inside Red Studios in Los Angeles. The evening was hosted by Rob Lowe and featured performances by Stevie Wonder  Lady Gaga  Ryan Adams and more. At one point during the party  Wonder performed his iconic rendition of ""Happy Birthday"" with help from Lady Gaga. Other celebrities attended the gala  which also served as a benefit for the Elton John AIDS Foundation and the Hammer Museum at UCLA. Neil Patrick Harris  Jon Hamm  Heidi Klum  Dakota Johnson  Jennifer Tilly and Katy Perry were all spotted at the party.",news,0
"Homeland Security suspends travel ban
","In a remarkable statement that seemed to cast doubt on American democracy, Donald J. Trump said Wednesday that he might not accept the results of next month's election if he felt it was rigged against him - a stand that Hillary Clinton blasted as ""horrifying"" at their final and caustic debate on Wednesday.
",news,0
" Dai Young tells Wasps backline to raise work rate against Leinster
","Mr. Trump, under enormous pressure to halt Mrs. Clinton's steady rise in opinion polls, came across as repeatedly frustrated as he tried to rally conservative voters with hard-line stands on illegal immigration and abortion rights. But he kept finding himself drawn onto perilous political territory by Mrs. Clinton and the debate's moderator, Chris Wallace.",news,0
"Brexit talks will fail without compromise: José Manuel Barroso
","Drug use at every level of sport is ""fast becoming a crisis"" according to UK Anti-Doping - responding to a BBC poll into doping in amateur sport. It found more than a third (35%) of amateur sports people say they personally know someone who has doped  and 8% said they had taken steroids. Half believe performance enhancing substance use is ""widespread"" among those who play sport competitively. Ukad chief Nicole Sapstead described the figures as ""incredibly alarming"". A BBC State of Sport investigation into doping in UK amateur sport also found that 49% thought performance-enhancing drugs (PEDs) were ""easily available"" among people who play sports regularly.",news,0
"Samsung's new AI assistant will take on Siri and Alexa
","Russia can wait for a sustained recovery in oil prices before drilling again in Arctic waters  relying for now on less costly regions even as rival producer Norway accelerates development of its northerly fields. ""We estimate production costs for the Russian Arctic offshore in the range of $70 to $100 a barrel  Energy Minister Alexander Novak said by email. These reserves are our backup stock  he said before the International Arctic Forum in Russia's Arkhangelsk, which starts Wednesday.",news,0
"Brian Cox plays Postman Pat scientist
","After their ads appeared next to extremist content on YouTube, telecom companies AT&T and Verizon said they were going to pull their ads from the video site. But the fallout may go further than just YouTube.
",news,0
"Woman arrested three times as she tries to see President Trump
","Google's Chief Business Officer Phillip Schindler issued an apology on the company's blog on Monday, saying the practice is unacceptable. ""We know that this is unacceptable to the advertisers and agencies who put their trust in us,"" Schindler wrote in the blog statement.",news,0
"Sarah Wiltshire and Asha Francis on juggling motherhood with sporting ambition
","Demi Lovato does  like  a totally legit impression of a teen. Lovato appeared on ""The Tonight Show"" Monday night an took part in Jimmy Fallon's reoccurring ""Ew!"" skit. The requirements included wearing a ridiculously sparkly top  pigtails and locking lips with a pillow plastered with singer Ed Sheeran's face. The pillow was dubbed a ""crush cushion"" by Fallon's character in the skit. While Lovato practiced her smooching skills with her Sheeran pillow  Fallon puckered up to a pillow featuring ""Extra"" host Mario Lopez's face.",news,0
"Frankfurt Is Cheapest Brexit Option for Housing Bankers
","It's been a rocky start for Education Secretary Betsy DeVos but Trump supporters see success. Newly-minted Secretary of Education Betsy DeVos has had a tumultuous start to her tenure in the Trump administration.
",news,0
" House sends bill rolling back Internet privacy protections to Trump
","As the president's most protested cabinet pick, DeVos botched her way through a Senate confirmation hearing that made her a punchline on many late-night television shows. She confronted a deluge of opposition from constituents around the country who wrote millions of letters and emails and jammed the phone lines of senators' offices. She was confirmed by the slightest margin in history, which required a tie-breaking vote from Vice President Mike Pence.",news,0
" State of Sport: Amateur doping findings 'concern' sports minister
","YouTube has used algorithms to automatically caption speech for eight years now in an effort to make its billions of videos more accessible for the deaf and hard of hearing. While the feature was pretty rough at first, it has significantly improved it over time, getting ""closer and closer to human transcription error rates,"" Google said in its developers blog. Since speech is just one part of the audio picture, though, YouTube has launched automatic sound effect captioning for the first time.
",news,0
"Neil deGrasse Tyson goes supernova on Trump budget
","For now, the system can just show three classes of sounds: Applause, music and laughter.",news,0
"We all know why the right is angry at Tomi Lahren
","The London Stock Exchange has said it is continuing to ""work hard"" on its planned merger with Deutsche Boerse. Earlier this week  the LSE said the deal could collapse as it was unlikely to get European Commission clearance. The commission had ordered the LSE to sell its 60% stake in MTS  a fixed-income trading platform. The LSE had called the request ""disproportionate"". The LSE's latest comments came as the exchange reported an increase in profits for 2016. Excluding restructuring costs and businesses it has sold or closed  LSE said profit before tax rose to £623.1m for the year from £516.4m a year ago. ""The group has worked hard on our proposed merger with Deutsche Boerse  which received formal approval from both sets of shareholders  the firm said.",news,0
"Phone device tests male fertility with 98% accuracy, study shows
","Britain's Lewis Hamilton says he is confident he can beat Sebastian Vettel to the world title this year despite defeat at the Australian Grand Prix. Hamilton finished second to the German in the season opener in Melbourne after losing the lead following pressure from the Ferrari driver's superior pace. Hamilton said: ""It is going to be a close race. I truly believe we can beat them. It's great to see Ferrari there. ""It's good we had this close battle. I'm looking forward to the next."" Hamilton led from pole position but struggled for pace in the opening laps and after an early pit stop was held up by Red Bull's Max Verstappen  allowing Vettel to get ahead. Hamilton said: ""I wouldn't say I'm happy. But all things in perspective. To see where we have come from  with massive rule changes and to come here and be battling so close for a win and missing out marginally  there are a lot of things to be proud of. ""We could have won the race but I gave it everything I could and you can't do more. Take the strength of the weekend.""",news,0
"Microsoft Aims to Build on 'Minecraft' Success
","That's the role the president briefly assumed Thursday when he climbed into the drivers seat of a Mack 18-wheeler parked on the South Lawn of the White House.
",news,0
" George Michael portrait by Damien Hirst sells for $580
","Trump, who wore an ""I Love Trucks"" button on his lapel, tried his best to emulate a truck driver: He enthusiastically pumped his fists, made a series of facial expressions that lit up the Twittersphere, and excitedly tooted the big rig's horn at least six times.
",news,0
"AQAP trying to hide explosives in laptop batteries, official says
","And Trump clearly didn't run out of gas: following his spirited session of trucker role play, he met with truckers and CEOs from the American Trucking Association to discuss healthcare.",news,0
" Brexit boost: Qatar will invest another $6 billion in U.K.
","It's dusty work being a Tomb Raider  as the first picture of Alicia Vikander as Lara Croft reveals. The Swedish Oscar-winner takes over from Angelina Jolie in the latest film to be drawn from the popular video game franchise. Described as a reboot  the film is said to be an origins tale drawn from the plot of the Tomb Raider game released in 2013. Directed by the fabulously named Roar Uthaug  it's due out in March 2018. Vikander  who won an Oscar for The Danish Girl  describes Lara as ""a truly iconic character"" who acts as ""a model for many young women"". ""She's trying to carve out her place in the world and connect her future with her past  the 28-year-old told Vanity Fair. Norwegian director Uthaug said the film - which also stars Dominic West as Croft's father - would focus not only on Lara's strength and physical accomplishments but her humanity"".",news,0
"Survey: Most Freshmen Are Not Emotionally Prepared for College
","U.S. and British officials said Tuesday the decision to bar laptops and tablets from the cabins of some international flights wasn't based on any specific threat but on longstanding concerns about terrorists targeting jetliners.
",news,0
"Schwarzenegger taunts Trump over approval rating
","Unimpressed, some travelers and civil liberties groups denounced the ban, raising concerns that included lost worktime on long flights and worries that checking laptops in baggage will make them more vulnerable to theft.
",news,0
" UK retail sales shrug off Brexit fears with February rise
","Under the new bans, electronic devices larger than smartphones, such as laptops, tablets and gaming devices, will have to be checked on some international flights. American officials announced the U.S. ban early Tuesday, and the British followed later in the day after discussions between the countries.",news,0
"5-year-old wins Oklahoma spelling bee, heading for nationals
","Yahoo and AOL with advertisers'  ""Snapchat could become more popular with advertisers than Twitter  Yahoo and AOL within three years  with the messaging app company forecast to be bring in revenues of more than $3bn (£2.4bn) a year by the end of 2019. That bullish forecast is based on advertisers targeting the hard-to-reach youth audience that Snapchat has seemingly cornered. More than half (51%) of video users on the app are under 24  compared with 23% for Facebook and 17% for Google's YouTube (17%)  according to Ampere Analysis. Brands are also keen to see a true rival emerge to challenge Facebook and Google  which have recently come in for heavy criticism for their advertising practices. The two web giants currently account for 58% of the $141bn global mobile ad market.",news,0
" Sean Spicer tells reporter to 'stop shaking your head'
",Chelsea have made Arsenal's Alexis Sánchez their main summer transfer target and Antonio Conte has discussed the possibility of bringing the Chilean to Stamford Bridge with the club's hierarchy. The Italian manager is in talks with Chelsea over a new contract and  as part of that  summer transfers have been discussed. Conte has submitted to the club's recruitment team  effectively headed by the director Marina Granovskaia and technical director  Michael Emenalo  a list of players he would like to sign  with Sánchez and a left-sided defender among the priorities.,news,0
" Bruno: Convicted of murdering ex-girlfriend
","When longtime friends and associates of President Donald Trump want to reach him, they don't go directly to the White House. Instead, they call the woman who's been the gatekeeper at Trump Tower for a quarter century: Rhona Graff.
",news,0
"Pence: Congress wasn't ready to repeal, replace Obamacare
","Since Trump took office in January, Graff has become a conduit for those who want to quietly offer advice, make personnel suggestions or get on the president's calendar when he's at his Mar-a-Lago resort in Florida. The list includes investor Ken Langone and Hank Greenberg, the chairman & CEO of CV Starr whose assistant recently went to Graff about trying to set up a lunch with Trump, according to a person with knowledge of the call.",news,0
"American Airlines ties up partnership with China Southern
","A divided U.S. Supreme Court said Texas must broaden its death-penalty exemption for people who are intellectually disabled, ruling that the state was violating the Constitution by using outdated medical standards.
",news,0
" Planet Earth leads field with nine Bafta Craft nominations
","The 5-3 ruling could mean a new sentencing hearing for Bobby James Moore, 57, who was convicted of fatally shooting James McCarble during a 1980 grocery store robbery in Houston.
",news,0
"Facebook Messenger gets Reactions and Mentions
","Writing for the majority, Justice Ruth Bader Ginsburg said that, while states have some flexibility to determine who's ineligible for the death penalty, they can't completely disregard current medical standards.",news,0
"How does nutrition affect children's school performance?
","WWE star Paige has revealed she wanted to physically harm herself after explicit images and videos of her were leaked online. The two-time Divas champion  real name Saraya-Jade Bevis  admitted she thought of hurting herself during the period of controversy. ""I made a big mistake  the 24-year-old English wrestler said. Huge. I put trust in the hands of someone that took advantage of a young girl years ago. ""It was my mistake and I'll always take responsibility. But the one thing that was the hardest was thinking 'my husband is gonna leave me  my family will disown me'.",news,0
"Amazon has more budget phones to sell you
","European Union regulators dealt a final blow to Deutsche Boerse AG's planned takeover of London Stock Exchange Group Plc  a symbolic block on EU-U.K. integration on the same day Britain formally serves notice of its decision to quit the EU. The $14 billion deal to create Europe's biggest exchange would have harmed competition in the soon-to-be 27-nation EU by creating a de facto monopoly for clearing bonds and repurchase agreements  the European Commission said in an emailed statement Wednesday. The decision  flagged last month by LSE  thwarts Deutsche Boerse's expansion just five years after the EU also banned a proposed tie-up with NYSE Euronext. ""The commission cannot allow the creation of monopolies and that is what would have happened in this case  Margrethe Vestager, the EU's antitrust commissioner, told reporters in Brussels. LSE was not prepared"" to sell a small unit that would have removed concerns that the combined firm could have weakened rival Euronext NV. EU regulators have become increasingly tough on big deals  demanding weighty concessions to eliminate overlapping businesses amid concerns that a combined firm could dominate an industry and increase prices. While this is the second time that Vestager has formally blocked a merger  several transactions have been ditched over antitrust opposition.",news,0
"Rapper Wiz Khalifa sparks outrage for visit to Pablo Escobar's grave
","Samsung Galaxy Note 7 phones will be banned from all airline flights after nearly 100 incidents of the devices overheating and sometimes injuring owners, the Transportation Department announced Friday.
",news,0
" This is how badly Saudi Arabia needs its big oil IPO to go well
","The Federal Aviation Administration previously urged travelers not to turn on the phones, pack them in checked luggage or charge them during a flight. The new ban is effective at noon Saturday, Transportation Secretary Anthony Foxx said.
",news,0
"First on CNN: Border wall ask: $1 billion for 62 miles
","""We recognize that banning these phones from airlines will inconvenience some passengers, but the safety of all those aboard an aircraft must take priority,"" Foxx said.",news,0
" John Calipari Has a Winning Return to Memphis as Kentucky Tops U.C.L.A.
","Millie Bobby Brown has been promoting ""Stranger Things"" seemingly nonstop lately and is now taking some time for herself. Brown  who plays the mysterious Eleven on the hit Netflix series  posted an apology to fans on Instagram after having to cancel an appearance. ""I have had to cancel a Comic Con last minute  which is something I've never  never done  and I'm planning on never doing again  Brown said in the video. I just think I've worked too hard and I have to rest  as I've had a really long shoot and I'm still filming 'Stranger Things.'"" The 13-year-old has been seen hitting a string of red-carpet and high-profile events  often alongside her fellow cast members.",news,0
"Super Mario Run makes leap to Android
","STREAMWOOD, Ill. (AP) -- It's a small generator that could power a small light, but the invention could pay some big dividends for a group of Streamwood High School students.
",news,0
" Olivia Newton-John hints at possible reunion with John Travolta for 40th anniversary of 'Grease'
","Their wind-powered generator idea won the state competition in the Samsung Solve for Tomorrow contest, which encourages teachers and students to solve real-world issues using classroom skills in science, technology, engineering, arts and mathematics. The 16 students will compete this spring for 10 national finalist slots and ultimately a prize of up to $200,000.",news,0
"Amazon to buy Middle East online retailer Souq
","Before he became president, Donald J. Trump called climate change a hoax, questioned the safety of vaccines and mocked renewable energy as a plaything of ""tree-huggers.""
",news,0
"Biden: Trump should apologize for Obama wiretap claim
","So perhaps it is no surprise that Mr. Trump's first budget took direct aim at basic scientific and medical research.
",news,0
" Brazil 3-0 Paraguay: Philippe Coutinho and Neymar book World Cup spot
","Still, the extent of the cuts in the proposed budget unveiled early Thursday shocked scientists, researchers and program administrators. The reductions include $5.8 billion, or 18 percent, from the National Institutes of Health, which fund thousands of researchers working on cancer and other diseases, and $900 million, or a little less than 20 percent, from the Department of Energy's Office of Science, which funds the national laboratories, considered among the crown jewels of basic research in the world.",news,0
"Shanghai Shenhua: Fire erupts at big-spending Chinese club's stadium
","A funny thing happened on the way to making U.S. high schools harder: The rest of the industrialized world made theirs even harder.
",news,0
"In Second Debate, Donald Trump and Hillary Clinton Spar in Bitter, Personal Terms
","A new survey of foreign exchange students who spent time in U.S. high schools last year finds that nine in 10 of them think school back home is more challenging. And the percentage who think so has grown.
",news,0
" NYC apartment featuring David Bowie's piano on the market for $6.5 million
","That's according to a new study out Wednesday from the Brookings Institution's Brown Center on Education Policy. Researcher Tom Loveless in 2001 surveyed foreign exchange students, then revisited the questions in 2016. He found that the new crop of students believe more strongly that school here is easier than in their native country - and that students here don't work as hard.",news,0
"Amazon's Alexa adds Prime Now to its voice shopping
","It's not easy to sink your teeth into one of Impossible Foods' lab-grown meatless hamburgers. After all, you can only get them at eight US restaurants.
",news,0
"Educators Prepare for Immigration Agents at the Schoolhouse
","On Wednesday, though, the company said it will bring its Impossible Burger to 1,000 eateries by year's end. To make that happen, the firm is opening a factory the size of a city block. The goal is to make at least 1 million pounds of faux burger meat every month.
",news,0
"Students Experiment With Drones for 4-H National Youth Science Day
","""You can think of this as the birthplace of a whole new industry that's going to transform the food system,"" said Pat Brown, the former Stanford biochemistry professor who founded Impossible Foods in 2011 and serves as CEO.",news,0
